hash_key,excel_formula,currency_code,data_item_id,data_value_type,detail_id,entity_id,scenario_id,period_type,end_of_period_value,reported_date_value,exchange_rate_type,standardized_data_id,value,value_string,value_numeric
18529bed8de39ec72b6505e8d286481d,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2018-12-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2018-12-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
dd3d823272f6e0b71f1afdc703994724,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2018-09-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2018-09-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
b4c567cb42598811334a7f96ef750356,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2018-06-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2018-06-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
8ae0dca2406656f28f21a89f75c83de9,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2018-03-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2018-03-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
9ba0cf713a411d529bf0200d2fbeb9f0,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2017-12-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2017-12-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
f3737d94db3a3b4d2c36bf9860e0cde3,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2017-09-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2017-09-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
5d8624056cdf05283dd771bd1512ac27,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2017-06-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2017-06-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
055366349bc23cfd820a8730becbc00c,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2017-03-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2017-03-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
979a5ca423f248915c0768d122796925,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2016-12-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2016-12-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
83d298db517c38de2282ce8cf423c77f,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2016-09-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2016-09-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
fdd33b57009f4d2b348a390ede0f82d9,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2016-06-30"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2016-06-30T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
5645d8db298b4c85d73d6ab856050e33,"=iGet(""Astranis Space Technologies"",""Actual"",""Total Revenue"",""2016-03-31"",""1Q"",""2018-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,350,1,FiscalQuarter,2016-03-31T00:00:00.000000Z,2018-12-31T00:00:00.000000Z,Spot,1,0.0,0.0,0.0
502d2200567de46060a4080210dff52e,"=iGet(""Avidbots*"",""Actual"",""Total Revenue"",""2020-12-31"",""1Q"",""2020-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,352,1,FiscalQuarter,2020-12-31T00:00:00.000000Z,2020-12-31T00:00:00.000000Z,Spot,1,3157929.3703707773,3157929.3703707773,3157929.3703707773
c58da362f422602efd89a89503e3e68e,"=iGet(""Avidbots*"",""Actual"",""Total Revenue"",""2020-09-30"",""1Q"",""2020-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,352,1,FiscalQuarter,2020-09-30T00:00:00.000000Z,2020-12-31T00:00:00.000000Z,Spot,1,1017487.1520423726,1017487.1520423726,1017487.1520423726
9283b1899d6a8582d0ae9029fa7a62a0,"=iGet(""Avidbots*"",""Actual"",""Total Revenue"",""2020-06-30"",""1Q"",""2020-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,352,1,FiscalQuarter,2020-06-30T00:00:00.000000Z,2020-12-31T00:00:00.000000Z,Spot,1,977189.4478205518,977189.4478205518,977189.4478205518
356946c09a307d64bcb65968ce98f046,"=iGet(""Avidbots*"",""Actual"",""Total Revenue"",""2020-03-31"",""1Q"",""2020-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,352,1,FiscalQuarter,2020-03-31T00:00:00.000000Z,2020-12-31T00:00:00.000000Z,Spot,1,1892838.9434398748,1892838.9434398748,1892838.9434398748
a63d130fbf93e407d11acd7539d18b70,"=iGet(""Avidbots*"",""Actual"",""Total Revenue"",""2019-12-31"",""1Q"",""2019-12-31"",,,,""USD"",""Spot"")",USD,5000,Numeric,0,352,1,FiscalQuarter,2019-12-31T00:00:00.000000Z,2019-12-31T00:00:00.000000Z,Spot,1,2068724.745130725,2068724.745130725,2068724.745130725
